EmployeeId,Attrition,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,Status,Edutxt,SalaryCategory
634,0.0,Research & Development,4,Medical,Male,1,Laboratory Technician,Married,4420,No,22,4,8,Active,Master,Under 5000
635,0.0,Research & Development,4,Medical,Female,3,Manufacturing Director,Single,7143,Yes,14,3,11,Active,Master,5000-9999
637,1.0,Sales,3,Life Sciences,Male,3,Sales Executive,Single,8446,Yes,19,3,10,Inactive,Bachelor,5000-9999
638,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Married,2070,No,23,4,5,Active,Bachelor,Under 5000
639,0.0,Research & Development,1,Life Sciences,Male,1,Research Scientist,Married,2996,Yes,15,3,8,Active,Below College,Under 5000
645,0.0,Research & Development,3,Medical,Male,2,Laboratory Technician,Single,4272,No,19,3,16,Active,Bachelor,Under 5000
646,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Single,2290,No,13,3,6,Active,Bachelor,Under 5000
647,0.0,Sales,1,Medical,Male,1,Sales Representative,Married,1052,No,22,4,1,Active,Below College,Under 5000
649,0.0,Research & Development,2,Medical,Male,2,Healthcare Representative,Married,6833,Yes,12,3,6,Active,College,5000-9999
651,1.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,1102,No,22,4,1,Inactive,Bachelor,Under 5000
652,1.0,Research & Development,2,Other,Male,1,Laboratory Technician,Single,2090,Yes,15,3,7,Inactive,College,Under 5000
653,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Single,2274,No,14,3,1,Active,Bachelor,Under 5000
654,0.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Married,2380,No,18,3,8,Active,Bachelor,Under 5000
655,0.0,Research & Development,4,Medical,Female,3,Healthcare Representative,Single,7484,No,20,4,23,Active,Master,5000-9999
656,0.0,Research & Development,4,Medical,Female,2,Research Scientist,Married,2372,Yes,16,3,18,Active,Master,Under 5000
657,0.0,Sales,4,Medical,Male,2,Sales Executive,Single,5010,No,16,3,12,Active,Master,5000-9999
658,0.0,Sales,2,Medical,Male,2,Sales Executive,Divorced,4668,No,17,3,9,Active,College,Under 5000
659,0.0,Research & Development,1,Life Sciences,Male,1,Research Scientist,Single,2956,No,13,3,1,Active,Below College,Under 5000
661,0.0,Sales,5,Marketing,Male,3,Sales Executive,Divorced,8380,Yes,14,3,10,Active,Doctor,5000-9999
662,0.0,Sales,2,Life Sciences,Female,2,Sales Executive,Single,4163,Yes,17,3,9,Active,College,Under 5000
664,1.0,Research & Development,3,Medical,Female,1,Research Scientist,Single,2600,Yes,15,3,1,Inactive,Bachelor,Under 5000
665,1.0,Research & Development,5,Technical Degree,Female,1,Research Scientist,Married,2546,No,16,3,6,Inactive,Doctor,Under 5000
666,0.0,Sales,2,Marketing,Male,2,Sales Executive,Divorced,4968,No,11,3,5,Active,College,Under 5000
667,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Single,2201,No,16,3,6,Active,Bachelor,Under 5000
668,1.0,Sales,2,Life Sciences,Female,2,Sales Executive,Single,4577,No,14,3,4,Inactive,College,Under 5000
669,0.0,Sales,2,Life Sciences,Female,1,Sales Representative,Married,3931,No,11,3,6,Active,College,Under 5000
670,0.0,Research & Development,3,Life Sciences,Female,2,Laboratory Technician,Married,6674,No,11,3,10,Active,Bachelor,5000-9999
672,0.0,Research & Development,3,Life Sciences,Female,3,Manager,Divorced,11996,No,18,3,10,Active,Bachelor,10000-14999
673,0.0,Research & Development,5,Life Sciences,Female,2,Manufacturing Director,Divorced,5121,No,14,3,7,Active,Doctor,5000-9999
674,0.0,Research & Development,2,Medical,Male,2,Manufacturing Director,Divorced,8847,Yes,11,3,13,Active,College,5000-9999
675,0.0,Research & Development,4,Life Sciences,Male,5,Manager,Married,19999,No,14,3,34,Active,Master,Above 15000
677,0.0,Research & Development,3,Medical,Female,2,Laboratory Technician,Single,4425,No,11,3,10,Active,Bachelor,Under 5000
678,0.0,Research & Development,4,Other,Male,2,Healthcare Representative,Married,6465,Yes,13,3,9,Active,Master,5000-9999
680,1.0,Research & Development,1,Life Sciences,Female,2,Manufacturing Director,Married,4171,Yes,19,3,4,Inactive,Below College,Under 5000
681,0.0,Research & Development,1,Medical,Female,1,Research Scientist,Single,2342,Yes,20,4,5,Active,Below College,Under 5000
682,1.0,Sales,4,Marketing,Female,2,Sales Executive,Single,8224,Yes,17,3,6,Inactive,Master,5000-9999
683,0.0,Human Resources,3,Medical,Male,5,Manager,Married,18200,No,11,3,32,Active,Bachelor,Above 15000
684,0.0,Research & Development,3,Medical,Female,4,Manager,Married,17856,No,22,4,32,Active,Bachelor,Above 15000
685,0.0,Research & Development,4,Medical,Male,2,Healthcare Representative,Married,6755,No,11,3,15,Active,Master,5000-9999
687,1.0,Sales,4,Marketing,Female,2,Sales Executive,Married,4614,Yes,18,3,5,Inactive,Master,Under 5000
689,0.0,Research & Development,4,Medical,Female,3,Manager,Married,11916,Yes,23,4,9,Active,Master,10000-14999
691,0.0,Sales,4,Medical,Male,2,Sales Executive,Divorced,5460,No,22,4,13,Active,Master,5000-9999
692,0.0,Sales,4,Life Sciences,Male,5,Manager,Single,19068,Yes,18,3,33,Active,Master,Above 15000
694,0.0,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Single,6949,No,14,3,6,Active,Bachelor,5000-9999
696,0.0,Sales,2,Marketing,Male,2,Sales Executive,Married,6146,No,13,3,8,Active,College,5000-9999
697,0.0,Research & Development,3,Medical,Male,2,Laboratory Technician,Married,5429,No,13,3,10,Active,Bachelor,5000-9999
699,0.0,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,Married,2075,No,23,4,10,Active,Master,Under 5000
700,0.0,Research & Development,1,Life Sciences,Male,5,Research Director,Divorced,19144,No,14,3,28,Active,Below College,Above 15000
702,0.0,Sales,2,Marketing,Female,5,Manager,Married,18789,No,14,3,26,Active,College,Above 15000
703,0.0,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Married,2451,No,15,3,4,Active,Below College,Under 5000
704,0.0,Sales,1,Medical,Female,3,Sales Executive,Married,7918,No,14,3,11,Active,Below College,5000-9999
705,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Divorced,2328,Yes,16,3,4,Active,Bachelor,Under 5000
708,0.0,Sales,3,Marketing,Female,4,Manager,Married,17048,No,23,4,28,Active,Bachelor,Above 15000
710,0.0,Human Resources,3,Other,Male,3,Human Resources,Single,7988,No,13,3,10,Active,Bachelor,5000-9999
712,0.0,Research & Development,5,Life Sciences,Female,2,Laboratory Technician,Single,2406,No,11,3,10,Active,Doctor,Under 5000
713,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Divorced,2451,No,12,3,13,Active,Bachelor,Under 5000
715,0.0,Research & Development,4,Other,Male,2,Laboratory Technician,Divorced,3975,No,11,3,11,Active,Master,Under 5000
718,0.0,Sales,4,Life Sciences,Female,3,Sales Executive,Divorced,9852,Yes,19,3,10,Active,Master,5000-9999
720,0.0,Sales,3,Marketing,Female,3,Sales Executive,Single,9208,No,11,3,16,Active,Bachelor,5000-9999
721,0.0,Human Resources,3,Life Sciences,Male,4,Manager,Divorced,14026,Yes,11,3,33,Active,Bachelor,10000-14999
722,0.0,Research & Development,2,Life Sciences,Female,3,Manufacturing Director,Married,8943,No,24,4,10,Active,College,5000-9999
723,0.0,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Divorced,2348,No,18,3,20,Active,Bachelor,Under 5000
724,0.0,Research & Development,4,Medical,Male,1,Research Scientist,Married,4258,No,18,3,5,Active,Master,Under 5000
725,1.0,Research & Development,4,Medical,Female,3,Healthcare Representative,Married,10312,No,12,3,40,Inactive,Master,10000-14999
726,1.0,Research & Development,3,Technical Degree,Female,1,Research Scientist,Single,2657,Yes,11,3,8,Inactive,Bachelor,Under 5000
728,0.0,Sales,3,Medical,Male,2,Sales Executive,Married,6644,No,19,3,10,Active,Bachelor,5000-9999
729,0.0,Research & Development,4,Medical,Female,3,Healthcare Representative,Married,10248,No,14,3,24,Active,Master,10000-14999
730,0.0,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Single,6499,No,13,3,6,Active,Bachelor,5000-9999
733,0.0,Research & Development,4,Life Sciences,Male,1,Research Scientist,Single,2657,Yes,16,3,3,Active,Master,Under 5000
734,0.0,Research & Development,1,Technical Degree,Female,1,Research Scientist,Single,2070,Yes,11,3,2,Active,Below College,Under 5000
735,0.0,Sales,2,Technical Degree,Female,3,Sales Executive,Married,9738,No,14,3,10,Active,College,5000-9999
736,0.0,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,Married,4898,No,12,3,5,Active,Bachelor,Under 5000
737,0.0,Research & Development,4,Medical,Female,2,Manufacturing Director,Married,5258,No,14,3,7,Active,Master,5000-9999
738,0.0,Research & Development,5,Other,Male,1,Laboratory Technician,Single,3983,No,17,3,4,Active,Doctor,Under 5000
739,1.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Divorced,3161,Yes,22,4,19,Inactive,Bachelor,Under 5000
740,0.0,Sales,3,Life Sciences,Male,2,Sales Executive,Married,5296,No,17,3,8,Active,Bachelor,5000-9999
741,0.0,Research & Development,1,Medical,Male,4,Manager,Single,16756,No,15,3,31,Active,Below College,Above 15000
743,0.0,Research & Development,2,Other,Male,1,Laboratory Technician,Divorced,1951,No,12,3,1,Active,College,Under 5000
745,1.0,Research & Development,1,Other,Female,3,Healthcare Representative,Single,7553,Yes,12,3,9,Inactive,Below College,5000-9999
747,0.0,Research & Development,4,Medical,Female,2,Manufacturing Director,Married,6725,No,12,3,8,Active,Master,5000-9999
748,1.0,Sales,2,Marketing,Female,1,Sales Representative,Single,3140,Yes,22,4,4,Inactive,College,Under 5000
749,1.0,Research & Development,4,Medical,Male,1,Research Scientist,Single,4382,No,17,3,5,Inactive,Master,Under 5000
750,0.0,Research & Development,4,Life Sciences,Male,2,Research Scientist,Single,4249,Yes,11,3,9,Active,Master,Under 5000
752,0.0,Research & Development,4,Medical,Male,1,Laboratory Technician,Single,2154,Yes,11,3,5,Active,Master,Under 5000
753,0.0,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,Married,6434,No,17,3,9,Active,Master,5000-9999
754,0.0,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Married,4434,No,13,3,10,Active,Bachelor,Under 5000
755,0.0,Sales,3,Life Sciences,Male,2,Sales Executive,Married,4649,No,14,3,4,Active,Bachelor,Under 5000
756,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Single,2875,Yes,20,4,8,Active,College,Under 5000
757,0.0,Sales,3,Life Sciences,Female,3,Sales Executive,Single,7637,No,11,3,28,Active,Bachelor,5000-9999
758,0.0,Research & Development,1,Life Sciences,Male,1,Research Scientist,Divorced,2911,No,17,3,5,Active,Below College,Under 5000
760,0.0,Research & Development,3,Medical,Male,3,Manufacturing Director,Married,7969,Yes,14,3,28,Active,Bachelor,5000-9999
762,0.0,Research & Development,1,Life Sciences,Female,3,Healthcare Representative,Married,8823,No,18,3,20,Active,Below College,5000-9999
763,0.0,Research & Development,1,Medical,Male,1,Laboratory Technician,Single,2720,No,13,3,6,Active,Below College,Under 5000
764,1.0,Research & Development,3,Life Sciences,Male,4,Healthcare Representative,Divorced,12169,No,11,3,21,Inactive,Bachelor,10000-14999
767,0.0,Research & Development,4,Life Sciences,Male,1,Research Scientist,Married,2979,No,17,3,6,Active,Master,Under 5000
771,0.0,Research & Development,2,Life Sciences,Male,2,Research Scientist,Divorced,3072,No,16,3,17,Active,College,Under 5000
774,1.0,Research & Development,3,Technical Degree,Male,1,Laboratory Technician,Single,2340,Yes,18,3,1,Inactive,Bachelor,Under 5000
776,0.0,Research & Development,1,Medical,Male,1,Research Scientist,Single,2515,Yes,14,3,8,Active,Below College,Under 5000
777,0.0,Human Resources,3,Human Resources,Male,5,Manager,Married,19189,No,12,3,22,Active,Bachelor,Above 15000
778,0.0,Sales,1,Life Sciences,Male,2,Sales Executive,Married,5301,No,15,3,4,Active,Below College,5000-9999
779,0.0,Research & Development,3,Medical,Male,2,Laboratory Technician,Divorced,3072,No,11,3,12,Active,Bachelor,Under 5000
780,1.0,Sales,3,Other,Male,1,Sales Representative,Single,2121,Yes,13,3,1,Inactive,Bachelor,Under 5000
782,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Single,2318,No,19,3,1,Active,Bachelor,Under 5000
783,0.0,Sales,3,Life Sciences,Male,3,Sales Executive,Divorced,10609,No,12,3,17,Active,Bachelor,10000-14999
784,0.0,Sales,4,Technical Degree,Male,2,Sales Executive,Divorced,5079,No,13,3,12,Active,Master,5000-9999
786,1.0,Research & Development,3,Medical,Female,1,Laboratory Technician,Single,4200,No,22,4,10,Inactive,Bachelor,Under 5000
787,0.0,Sales,4,Life Sciences,Female,2,Sales Executive,Married,5902,No,14,3,17,Active,Master,5000-9999
788,1.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Single,3348,Yes,11,3,10,Inactive,Bachelor,Under 5000
789,0.0,Research & Development,3,Medical,Female,2,Manufacturing Director,Divorced,4810,No,14,3,19,Active,Bachelor,Under 5000
790,0.0,Sales,3,Marketing,Female,3,Sales Executive,Married,9071,Yes,19,3,15,Active,Bachelor,5000-9999
791,0.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Single,4721,Yes,13,3,20,Active,Bachelor,Under 5000
793,0.0,Human Resources,3,Human Resources,Female,2,Human Resources,Married,6389,No,15,3,12,Active,Bachelor,5000-9999
795,1.0,Sales,3,Marketing,Male,2,Sales Executive,Single,5304,Yes,13,3,9,Inactive,Bachelor,5000-9999
796,0.0,Research & Development,4,Life Sciences,Female,3,Research Director,Single,11994,No,11,3,13,Active,Master,10000-14999
798,0.0,Sales,1,Marketing,Female,2,Sales Executive,Divorced,8268,Yes,14,3,7,Active,Below College,5000-9999
799,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Married,3564,Yes,12,3,8,Active,Bachelor,Under 5000
800,0.0,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Married,2269,No,19,3,1,Active,Below College,Under 5000
801,0.0,Research & Development,4,Medical,Male,3,Healthcare Representative,Divorced,9396,No,16,3,17,Active,Master,5000-9999
802,1.0,Sales,2,Life Sciences,Female,2,Sales Executive,Single,6397,Yes,12,3,8,Inactive,College,5000-9999
803,0.0,Research & Development,4,Life Sciences,Male,1,Research Scientist,Divorced,3761,No,12,3,10,Active,Master,Under 5000
804,0.0,Research & Development,4,Life Sciences,Female,1,Research Scientist,Divorced,2514,No,22,4,11,Active,Master,Under 5000
805,0.0,Research & Development,1,Medical,Male,1,Laboratory Technician,Married,3221,Yes,11,3,20,Active,Below College,Under 5000
806,0.0,Sales,1,Life Sciences,Female,2,Sales Executive,Married,5714,No,20,4,6,Active,Below College,5000-9999
807,1.0,Research & Development,4,Medical,Male,2,Manufacturing Director,Married,6179,Yes,15,3,10,Inactive,Master,5000-9999
808,0.0,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,Single,4240,No,13,3,19,Active,Bachelor,Under 5000
811,0.0,Research & Development,4,Other,Female,2,Healthcare Representative,Divorced,4522,Yes,14,3,8,Active,Master,Under 5000
812,0.0,Sales,4,Life Sciences,Male,2,Sales Executive,Single,5337,No,12,3,10,Active,Master,5000-9999
813,0.0,Sales,4,Marketing,Male,2,Sales Executive,Divorced,5220,Yes,18,3,12,Active,Master,5000-9999
814,0.0,Research & Development,4,Other,Female,1,Laboratory Technician,Married,2950,No,13,3,12,Active,Master,Under 5000
815,0.0,Research & Development,1,Medical,Male,1,Research Scientist,Married,2889,No,11,3,2,Active,Below College,Under 5000
816,0.0,Sales,4,Marketing,Female,5,Manager,Single,18947,No,12,3,22,Active,Master,Above 15000
818,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Divorced,3760,No,15,3,3,Active,Bachelor,Under 5000
819,1.0,Sales,3,Marketing,Male,2,Sales Executive,Single,9355,No,18,3,8,Inactive,Bachelor,5000-9999
820,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Married,2654,No,21,4,8,Active,College,Under 5000
821,0.0,Sales,4,Marketing,Female,2,Sales Executive,Divorced,4779,No,14,3,8,Active,Master,Under 5000
822,0.0,Sales,3,Medical,Female,2,Sales Executive,Married,4539,No,12,3,10,Active,Bachelor,Under 5000
823,0.0,Human Resources,3,Human Resources,Male,1,Human Resources,Married,3600,No,13,3,5,Active,Bachelor,Under 5000
824,0.0,Research & Development,2,Medical,Female,1,Laboratory Technician,Single,3673,No,13,3,12,Active,College,Under 5000
825,0.0,Sales,4,Marketing,Female,3,Sales Executive,Single,10231,No,14,3,23,Active,Master,10000-14999
826,0.0,Research & Development,1,Life Sciences,Female,4,Manufacturing Director,Married,12742,No,16,3,21,Active,Below College,10000-14999
827,0.0,Research & Development,4,Medical,Female,1,Laboratory Technician,Divorced,2232,No,14,3,7,Active,Master,Under 5000
828,0.0,Sales,2,Marketing,Female,3,Sales Executive,Married,10377,Yes,11,3,16,Active,College,10000-14999
830,1.0,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,2373,Yes,13,3,5,Inactive,Master,Under 5000
832,0.0,Sales,2,Life Sciences,Female,2,Sales Executive,Married,4936,No,11,3,18,Active,College,Under 5000
834,0.0,Research & Development,1,Medical,Female,2,Healthcare Representative,Divorced,6377,No,20,4,15,Active,Below College,5000-9999
835,0.0,Sales,3,Medical,Male,2,Sales Executive,Married,6209,No,15,3,10,Active,Bachelor,5000-9999
836,0.0,Research & Development,3,Medical,Female,1,Research Scientist,Divorced,2377,No,18,3,6,Active,Bachelor,Under 5000
839,0.0,Sales,4,Life Sciences,Female,5,Manager,Married,18041,No,14,3,21,Active,Master,Above 15000
840,0.0,Research & Development,3,Life Sciences,Male,3,Laboratory Technician,Divorced,5210,No,18,3,24,Active,Bachelor,5000-9999
841,0.0,Research & Development,4,Other,Male,5,Manager,Married,19513,Yes,12,3,26,Active,Master,Above 15000
842,0.0,Research & Development,3,Life Sciences,Female,4,Research Director,Married,16880,Yes,11,3,25,Active,Bachelor,Above 15000
843,0.0,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Married,3633,Yes,15,3,9,Active,College,Under 5000
844,0.0,Sales,5,Life Sciences,Male,3,Sales Executive,Married,9069,No,22,4,9,Active,Doctor,5000-9999
845,0.0,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Single,7898,No,11,3,11,Active,Bachelor,5000-9999
846,0.0,Research & Development,2,Technical Degree,Male,2,Research Scientist,Divorced,3319,No,17,3,9,Active,College,Under 5000
847,0.0,Human Resources,1,Technical Degree,Male,1,Human Resources,Divorced,2696,Yes,11,3,4,Active,Below College,Under 5000
849,0.0,Research & Development,2,Medical,Male,1,Research Scientist,Single,3230,No,17,3,3,Active,College,Under 5000
850,0.0,Research & Development,5,Medical,Male,1,Research Scientist,Married,3057,Yes,13,3,6,Active,Doctor,Under 5000
851,0.0,Research & Development,4,Medical,Female,1,Laboratory Technician,Married,4014,Yes,15,3,4,Active,Master,Under 5000
852,1.0,Research & Development,4,Medical,Male,1,Research Scientist,Married,3464,Yes,13,3,5,Inactive,Master,Under 5000
854,0.0,Sales,2,Medical,Male,4,Manager,Divorced,14852,No,13,3,22,Active,College,10000-14999
855,0.0,Research & Development,2,Life Sciences,Male,3,Manufacturing Director,Single,9362,No,11,3,10,Active,College,5000-9999
856,0.0,Research & Development,2,Medical,Male,1,Laboratory Technician,Single,2088,No,12,3,13,Active,College,Under 5000
857,0.0,Research & Development,3,Technical Degree,Female,3,Healthcare Representative,Divorced,10096,No,13,3,17,Active,Bachelor,10000-14999
858,0.0,Research & Development,3,Life Sciences,Female,4,Manufacturing Director,Single,13726,Yes,13,3,30,Active,Bachelor,10000-14999
863,0.0,Sales,4,Technical Degree,Male,4,Sales Executive,Married,13120,No,17,3,22,Active,Master,10000-14999
864,0.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Married,3038,No,12,3,5,Active,Bachelor,Under 5000
867,0.0,Research & Development,3,Life Sciences,Male,4,Research Director,Married,14814,No,19,3,32,Active,Bachelor,10000-14999
868,0.0,Sales,3,Marketing,Male,4,Sales Executive,Married,11836,No,14,3,28,Active,Bachelor,10000-14999
872,1.0,Research & Development,5,Life Sciences,Female,3,Manufacturing Director,Single,7446,No,11,3,10,Inactive,Doctor,5000-9999
874,0.0,Research & Development,4,Life Sciences,Female,3,Manufacturing Director,Divorced,9980,No,11,3,10,Active,Master,5000-9999
876,1.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Married,2042,Yes,14,3,6,Inactive,Bachelor,Under 5000
877,1.0,Sales,3,Medical,Female,1,Sales Representative,Single,2044,No,13,3,2,Inactive,Bachelor,Under 5000
878,0.0,Sales,1,Life Sciences,Male,2,Sales Executive,Single,6582,Yes,13,3,10,Active,Below College,5000-9999
879,0.0,Human Resources,2,Human Resources,Male,1,Human Resources,Divorced,2277,Yes,11,3,7,Active,College,Under 5000
880,0.0,Research & Development,3,Technical Degree,Male,1,Laboratory Technician,Married,3229,No,11,3,7,Active,Bachelor,Under 5000
881,0.0,Research & Development,3,Medical,Female,3,Healthcare Representative,Single,8621,No,14,3,9,Active,Bachelor,5000-9999
883,0.0,Research & Development,2,Life Sciences,Female,3,Research Director,Single,13458,Yes,12,3,15,Active,College,10000-14999
884,0.0,Research & Development,3,Technical Degree,Male,3,Manufacturing Director,Married,9380,Yes,18,3,10,Active,Bachelor,5000-9999
885,0.0,Research & Development,2,Medical,Female,2,Research Scientist,Married,4422,Yes,13,3,16,Active,College,Under 5000
887,0.0,Research & Development,3,Medical,Female,1,Research Scientist,Married,2244,No,13,3,2,Active,Bachelor,Under 5000
888,1.0,Research & Development,1,Medical,Male,2,Healthcare Representative,Married,6673,Yes,19,3,17,Inactive,Below College,5000-9999
890,0.0,Research & Development,4,Other,Male,4,Research Director,Divorced,16627,Yes,14,3,21,Active,Master,Above 15000
892,0.0,Sales,1,Medical,Female,3,Manager,Married,12504,No,21,4,15,Active,Below College,10000-14999
893,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Single,1051,No,15,3,0,Active,College,Under 5000
895,0.0,Research & Development,4,Technical Degree,Male,3,Manufacturing Director,Single,8095,No,13,3,17,Active,Master,5000-9999
896,0.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Married,3867,Yes,12,3,2,Active,Bachelor,Under 5000
899,0.0,Research & Development,4,Life Sciences,Female,4,Manager,Married,15402,No,11,3,21,Active,Master,Above 15000
901,0.0,Research & Development,1,Medical,Female,5,Manager,Married,19033,No,14,3,21,Active,Below College,Above 15000
905,0.0,Sales,1,Other,Male,2,Sales Executive,Married,4194,Yes,18,3,5,Active,Below College,Under 5000
906,1.0,Research & Development,3,Technical Degree,Female,1,Laboratory Technician,Divorced,3339,Yes,13,3,10,Inactive,Bachelor,Under 5000
907,0.0,Research & Development,1,Life Sciences,Male,3,Manufacturing Director,Married,10976,No,18,3,23,Active,Below College,10000-14999
909,0.0,Research & Development,1,Life Sciences,Male,3,Manufacturing Director,Divorced,10648,No,25,4,13,Active,Below College,10000-14999
912,0.0,Research & Development,2,Medical,Male,2,Manufacturing Director,Divorced,4941,No,20,4,7,Active,College,Under 5000
914,0.0,Sales,2,Life Sciences,Female,2,Sales Executive,Divorced,6893,No,15,3,11,Active,College,5000-9999
915,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Divorced,4257,Yes,18,3,19,Active,Bachelor,Under 5000
916,0.0,Sales,1,Life Sciences,Female,2,Sales Executive,Single,5473,No,11,3,20,Active,Below College,5000-9999
918,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Single,2478,Yes,12,3,4,Active,Bachelor,Under 5000
919,0.0,Sales,4,Life Sciences,Male,3,Sales Executive,Divorced,7823,No,13,3,12,Active,Master,5000-9999
922,0.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Divorced,2008,No,14,3,1,Active,Bachelor,Under 5000
924,0.0,Research & Development,2,Life Sciences,Female,2,Research Scientist,Single,6545,Yes,13,3,10,Active,College,5000-9999
926,0.0,Research & Development,4,Life Sciences,Female,2,Research Scientist,Divorced,4505,No,15,3,12,Active,Master,Under 5000
927,0.0,Sales,3,Marketing,Male,3,Sales Executive,Married,8392,No,16,3,10,Active,Bachelor,5000-9999
928,1.0,Human Resources,4,Life Sciences,Female,1,Human Resources,Divorced,2741,Yes,11,3,8,Inactive,Master,Under 5000
931,1.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,2610,No,12,3,2,Inactive,Bachelor,Under 5000
932,1.0,Human Resources,2,Technical Degree,Male,1,Human Resources,Single,2564,No,12,3,1,Inactive,College,Under 5000
933,0.0,Research & Development,2,Medical,Female,2,Research Scientist,Married,5175,No,12,3,9,Active,College,5000-9999
934,0.0,Sales,3,Life Sciences,Female,2,Sales Executive,Married,6347,No,12,3,19,Active,Bachelor,5000-9999
935,0.0,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,Single,7779,No,20,4,18,Active,Master,5000-9999
936,0.0,Sales,3,Marketing,Male,5,Manager,Married,18213,No,11,3,26,Active,Bachelor,Above 15000
937,0.0,Sales,3,Life Sciences,Male,2,Sales Executive,Married,4851,No,22,4,4,Active,Bachelor,Under 5000
938,0.0,Research & Development,1,Life Sciences,Female,1,Research Scientist,Single,3452,No,18,3,5,Active,Below College,Under 5000
939,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Married,2235,Yes,14,3,9,Active,Bachelor,Under 5000
940,0.0,Research & Development,1,Medical,Male,2,Manufacturing Director,Married,5056,Yes,15,3,10,Active,Below College,5000-9999
941,0.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,3690,No,15,3,5,Active,Bachelor,Under 5000
942,0.0,Research & Development,3,Medical,Female,1,Research Scientist,Single,2096,No,18,3,2,Active,Bachelor,Under 5000
943,0.0,Human Resources,4,Technical Degree,Male,1,Human Resources,Single,4323,No,17,3,6,Active,Master,Under 5000
945,1.0,Sales,3,Marketing,Female,1,Sales Representative,Single,2851,Yes,13,3,1,Inactive,Bachelor,Under 5000
947,0.0,Sales,3,Marketing,Male,4,Manager,Divorced,14118,No,12,3,32,Active,Bachelor,10000-14999
948,1.0,Sales,3,Technical Degree,Male,2,Sales Representative,Married,2086,No,14,3,19,Inactive,Bachelor,Under 5000
951,1.0,Sales,3,Marketing,Female,1,Sales Representative,Single,2323,Yes,14,3,2,Inactive,Bachelor,Under 5000
952,0.0,Research & Development,4,Life Sciences,Male,2,Healthcare Representative,Divorced,5660,Yes,13,3,12,Active,Master,5000-9999
955,0.0,Research & Development,3,Medical,Male,2,Manufacturing Director,Divorced,5482,No,18,3,13,Active,Bachelor,5000-9999
956,0.0,Research & Development,5,Medical,Female,4,Research Director,Divorced,16184,No,19,3,10,Active,Doctor,Above 15000
959,0.0,Sales,2,Marketing,Male,3,Sales Executive,Single,7351,No,16,3,10,Active,College,5000-9999
961,0.0,Research & Development,4,Medical,Female,3,Research Director,Divorced,13603,Yes,18,3,15,Active,Master,10000-14999
962,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Married,3022,No,21,4,8,Active,College,Under 5000
963,1.0,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Married,2707,No,20,4,13,Inactive,College,Under 5000
964,0.0,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Single,4534,No,11,3,9,Active,College,Under 5000
965,1.0,Research & Development,1,Technical Degree,Male,1,Laboratory Technician,Single,3894,No,16,3,4,Inactive,Below College,Under 5000
968,0.0,Research & Development,4,Life Sciences,Female,2,Laboratory Technician,Married,3149,No,20,4,9,Active,Master,Under 5000
